what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jgit,1.1.0.201109151100-r,"org.eclipse.jgit",1330338971539
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1330338971563
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1330338971573
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1330338971597
started,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1330338971619
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1330338971659
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1330338971663
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1330338971664
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1330338971664
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1330338971696
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1330338971709
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1330338971743
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1330338971744
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1330338971756
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1330338971763
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1330338971773
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1330338971782
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1330338971794
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1330338971811
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1330338971811
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1330338971825
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1330338971844
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1330338971844
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1330338971853
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1330338971865
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1330338971885
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1330338971898
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1330338971928
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1330338971940
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1330338972019
os,sysinfo,,,"linux",1330338972023
arch,sysinfo,,,"x86",1330338972023
ws,sysinfo,,,"gtk",1330338972023
locale,sysinfo,,,"en_US",1330338972023
processors,sysinfo,,,"2",1330338972023
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1330338972023
java.runtime.version,sysinfo,,,"1.7.0_147-icedtea-b147",1330338972023
java.specification.name,sysinfo,,,"Java Platform API Specification",1330338972023
java.specification.vendor,sysinfo,,,"Oracle Corporation",1330338972023
java.specification.version,sysinfo,,,"1.7",1330338972023
java.vendor,sysinfo,,,"Oracle Corporation",1330338972023
java.version,sysinfo,,,"1.7.0_147-icedtea",1330338972023
java.vm.info,sysinfo,,,"mixed mode, sharing",1330338972023
java.vm.name,sysinfo,,,"OpenJDK Client VM",1330338972023
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1330338972023
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1330338972023
java.vm.specification.version,sysinfo,,,"1.7",1330338972023
java.vm.vendor,sysinfo,,,"Oracle Corporation",1330338972023
java.vm.version,sysinfo,,,"21.0-b17",1330338972023
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1330338972037
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1330338972206
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1330338972339
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1330338972420
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1330338972585
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1330338973643
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1330338983080
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330338988401
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330338991094
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330338992994
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330338998178
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1330339040001
